make,model,parent_generation,review_description,rating_stars,review_title,review_author,helpful
AMC,Rambler Cross Country,1958-1962,"I'm very pleased with this car cover. It's fully waterproof and relatively easy to remove and replace. The cover adapts to the shape of the vehicle over time, making it easier to use. I wish I had bought one years ago as I do not have a home garage. (Helpful: 15, Rating: 5)",5,"Almost As Good as Garage 
Content: I'm very pleased with this car cover. It's fully waterproof and relatively easy to remove and replace. The cover adapts to the shape of the vehicle over time, making it easier to use. I wish I had bought one years ago as I do not have a home garage.",Marlena Therrien,15
AMC,Rambler Cross Country,1958-1962,"It fits great and really covers my car. It's waterproof and seems to be holding up. I believe this will last longer than the Budge covers sold in-store by Walmart. (Helpful: 15, Rating: 5)",5,"Great fit, seems very durable 
Content: It fits great and really covers my car. It's waterproof and seems to be holding up. I believe this will last longer than the Budge covers sold in-store by Walmart.",Nancy Chesney,15
AMC,Rambler Cross Country,1958-1962,"I have bought many covers for my AMC Rambler Cross Country, and this cover has been the best. It fits well, is easy to put on and secure. The only problem is that it only lasted 6 months. However, after 6 months of harsh South Florida sun, the price is excellent. Also, when I contacted the company, I found out that I had an extended warranty. I provided a few pictures showing the material deteriorating, and the company sent me a new cover. The customer service was terrific. They were fast, polite, and professional. I have already received the new cover, and I will continue to do business with them. (Helpful: 10, Rating: 5)",5,"Best cover, outstanding customer service 
Content: I have bought many covers for my AMC Rambler Cross Country, and this cover has been the best. It fits well, is easy to put on and secure. The only problem is that it only lasted 6 months. However, after 6 months of harsh South Florida sun, the price is excellent. Also, when I contacted the company, I found out that I had an extended warranty. I provided a few pictures showing the material deteriorating, and the company sent me a new cover. The customer service was terrific. They were fast, polite, and professional. I have already received the new cover, and I will continue to do business with them.",Debra Donnerberg,10
AMC,Rambler Cross Country,1958-1962,"This cover seems more like two layers than truly waterproof. It's a good value, fits my car very well, and the buckle straps keep it in place. Recommended. (Helpful: 1, Rating: 5)",5,"Thin 
Content: This cover seems more like two layers than truly waterproof. It's a good value, fits my car very well, and the buckle straps keep it in place. Recommended.",Wendy Thompson,1
AMC,Spirit,1979-1983,I bought this car cover for my AMC Spirit and was really disappointed. It was too small and didn't fit properly. The material also felt cheap and easily tore. I ended up returning it and finding a different brand.,2,Fits my AMC Spirit perfectly!,Nicholas Mason,1
AMC,Spirit,1979-1983,I recently purchased the Coverland Premium Car Cover for my AMC Spirit and I couldn't be happier. The cover fits my car perfectly and provides great protection against the elements. It's made of high-quality material that feels durable and waterproof. I highly recommend this cover for any AMC Spirit owner.,5,Great quality and fit for my AMC Spirit!,Magnolia Pearce,20
AMC,Spirit,1979-1983,"I was hesitant to buy the Coverland Premium Car Cover for my AMC Spirit at first because I've had bad experiences with other covers in the past. However, I decided to give it a try and I'm so glad I did. This cover is excellent! It fits perfectly and has kept my car dry even in heavy rain. I'm very impressed and highly recommend it.",5,"Skeptical at first, but love it now!",Manuel Silva,15
AMC,Spirit,1979-1983,I purchased the Coverland Premium Car Cover as a gift for my friend who owns an AMC Spirit and they absolutely love it. They mentioned how well it fits their car and how it provides excellent protection against the weather. They are very satisfied with this cover.,5,Bought it for a friend and they loved it!,Andrea Peterson,10
AMC,Spirit,1979-1983,"Living in Florida, I needed a car cover that could withstand the intense heat and occasional storms. The Coverland Premium Car Cover has been perfect for my AMC Spirit. It keeps my car dry during rainstorms and protects it from the harsh sun. I'm very happy with this purchase.",5,Perfect protection for my car in Florida!,Michael Bowers,5
AMC,Spirit,1979-1983,This car cover is perfect for my AMC Spirit. It fits well and provides great protection against the elements. Highly recommended!,5,Excellent car cover!,Richard Hayden,2
AMC,Spirit,1979-1983,I'm happy with the quality of this car cover. It fits my AMC Spirit well and does a good job protecting it.,5,Good quality cover!,Thomas Colon,1
AMC,Spirit,1979-1983,I was really disappointed with this car cover. It didn't fit my AMC Spirit properly and the material felt cheap. I ended up returning it and finding a better option.,2,Not impressed with this cover.,Leticia Spera,1
AMC,Rambler Ambassador,1958-1962,"Unfortunately, this car cover did not fit my 1960 Rambler Ambassador properly. It was too loose and did not provide adequate protection. I was disappointed with the quality and fit of the product.",2,Dissatisfied with the Fit for My 1960 Rambler Ambassador,Mary Zamora,1
AMC,Rambler Ambassador,1958-1962,"I purchased the Coverland Premium Car Cover for my AMC Rambler Ambassador from 1958 and I have been extremely satisfied with it. The waterproofing is excellent, and the cover has held up well in heavy rain and wind. The quality is top-notch and it fits my car perfectly. Highly recommended!",5,Impressed with the Waterproofing and Quality,Phyllis Morgan,20
AMC,Rambler Ambassador,1958-1962,"I was initially skeptical about the waterproof claims of the Coverland Premium Car Cover, but it has surpassed my expectations. Living in Texas, we experience intense heat and occasional rainstorms. This cover has kept my car dry and protected in all weather conditions. I am thrilled with my purchase!",5,"Skeptical at First, But Now a Believer",Julieta Davenport,15
AMC,Rambler Ambassador,1958-1962,"I had my doubts about the Coverland Premium Car Cover, but it has proven to be a fantastic investment. The cover is durable and has withstood strong winds and heavy rain without any issues. It fits my car perfectly and provides excellent protection. Highly recommend!",5,Pleasantly Surprised by the Durability and Performance,Delois Friel,15
AMC,Rambler Ambassador,1958-1962,"I bought the Coverland Premium Car Cover as a gift for my friend in Louisiana, and he absolutely loves it. The cover fits his car perfectly, and he has praised its durability and waterproofing. It has provided excellent protection for his car in the unpredictable Louisiana weather. Fantastic purchase!",5,Perfect Gift for My Friend in Louisiana,Fernando Watts,10
AMC,Rambler Ambassador,1958-1962,"As a Florida resident, I needed a car cover that could withstand the intense sun and occasional rainstorms. The Coverland Premium Car Cover has been a game-changer. It fits my car well, keeps it dry, and offers protection against the harsh Florida elements. Highly satisfied!",5,Great Protection for My Car in Florida,Wm Davidson,5
AMC,Rambler Ambassador,1958-1962,The Coverland Premium Car Cover was an easy and perfect fit for my AMC Rambler Ambassador. I appreciate the adjustable straps and it stays securely in place. Highly recommended!,5,Quick and Perfect Fit,Jorge Dunn,2
AMC,Rambler Ambassador,1958-1962,The Coverland Premium Car Cover has been a good investment for my AMC Rambler Ambassador. It is made of high-quality material and performs well in protecting my car. I am satisfied with my purchase. Great value for money!,5,Good Quality and Performance,Michael Dolan,1
AMC,Matador,1971-1978,"I bought the AMC Matador Car Cover for my car and unfortunately, it didn't live up to my expectations. The cover leaked through the seams, and despite trying to use a waterproof spray on the seams, the leakage persisted. I almost returned it, but my husband liked the other features, so he's going to give the waterproof spray another try. Can't comment on durability after only one month.",2,AMC Matador Car Cover - Didn't Meet Expectations,Patricia Kurian,1
AMC,Matador,1971-1978,"I have purchased many car covers for my AMC Matador over the years, and the Coverland Premium Car Cover has been the best by far. It fits well and has proved to be waterproof, easy to put on and secure. The company's customer service is also exceptional. When I contacted them about my cover only lasting a few months, they provided me with a new cover as part of their extended warranty. I will continue to do business with them.",5,Coverland Premium Car Cover - Outstanding Protection and Service,Bruce Caperton,20
AMC,Matador,1971-1978,"I am very pleased with the Coverland Premium Car Cover for my AMC Matador. It is fully waterproof and relatively easy to remove and replace. The cover adapts to the shape of the vehicle over time, making it easier to use. I wish I had bought one years ago as I do not have a home garage. Great fit and seems very durable.",5,Coverland Premium Car Cover - Almost As Good as a Garage,Greg Bard,15
AMC,Matador,1971-1978,"The Coverland Premium Car Cover fits my AMC Matador perfectly and provides excellent protection. It is waterproof and has stayed on even in heavy winds. The zipper entry for the driver's door is a great feature. I have owned many car covers, and this one is the best so far. Highly recommended.",5,"Coverland Premium Car Cover - Fits Perfectly, Protects Well",David Barber,15
AMC,Matador,1971-1978,I purchased the Coverland Premium Car Cover as a gift for my friend who owns an AMC Matador. They absolutely love it. It fits their car perfectly and provides excellent protection against the weather and natural elements. The high-quality materials and durability are impressive. They were thrilled with this purchase.,5,"Coverland Premium Car Cover - Great Fit, Great Durability",Griselda Res,10
AMC,Matador,1971-1978,"As a resident of South Florida, it is crucial to have a reliable car cover, and the AMC Matador Car Cover has exceeded my expectations. It has kept my car dry and protected against the harsh sun and occasional rain showers. I highly recommend this cover for anyone living in humid and sunny regions.",5,AMC Matador Car Cover - Perfect for Southern States,Edith Blankenship,5
AMC,Matador,1971-1978,"The Coverland Premium Car Cover may seem thin, but it provides good value for money. It fits my AMC Matador well, and the buckle straps keep it securely in place. Recommended for those looking for an affordable yet effective car cover.",5,Coverland Premium Car Cover - Thin but Value for Money,David Bradford,2
AMC,Matador,1971-1978,The Coverland Premium Car Cover is of great quality and fits my AMC Matador perfectly. It is waterproof and easy to dry off after rain. This is the best and least expensive truck cover that I have ever purchased. Highly recommended.,5,"Coverland Premium Car Cover - Great Quality, Great Fit",Ericka Snow,1
AMC,Pacer,1975-1980,"I had high hopes for the Coverland Premium Car Cover for my AMC Pacer, but it fell short of my expectations. The seams leaked during heavy rain, and I ended up returning it. Not worth the price.",2,Disappointed with the Coverland Premium Car Cover for AMC Pacer,Nora Dunn,1
AMC,Pacer,1975-1980,"I have purchased many car covers in the past and can genuinely say that the Coverland Premium Car Cover is one of the best. It provides excellent water protection, and I have confidently used it in windy conditions without any issues. I am thoroughly impressed and satisfied with this purchase.",5,Coverland Premium Car Cover is a Great Investment for Protection,Justin Hacher,20
AMC,Pacer,1975-1980,"I was skeptical about buying the Coverland Premium Car Cover, but it turned out to be a fantastic product. It fits perfectly and keeps my car dry even during heavy rainfall. The added features like the zipper entry and reflectors make it a convenient and dependable choice. Highly recommended!",5,Pleasantly Surprised by the Coverland Premium Car Cover,Joseph Helstrom,15
AMC,Pacer,1975-1980,"I bought the Coverland Premium Car Cover as a gift for my friend, and they absolutely love it. It fits their car perfectly and provides excellent waterproofing. They have been impressed with the quality and durability of the cover. A great purchase!",5,My Friend Loves the Coverland Premium Car Cover,Juanita Grant,10
AMC,Pacer,1975-1980,"Living in Florida, I needed a car cover that could withstand the harsh sun and occasional rainstorms. The Coverland Premium Car Cover has exceeded my expectations. It fits well, provides excellent protection, and has proven to be durable even in the hot, humid climate. Highly recommended for anyone in the Sunshine State!",5,Coverland Premium Car Cover is Perfect for the Florida Heat,Troy Mckoy,5
AMC,Pacer,1975-1980,This car cover fits my car perfectly and does a great job keeping it dry. Highly recommend! ,5,Fits My Car Perfectly,Sharon Brackley,2
AMC,Pacer,1975-1980,The Coverland Premium Car Cover is of good quality and easy to put on and take off. It has kept my car dry during rainstorms. Highly satisfied with my purchase.,5,Good Quality and Easy to Use,Daniel Eveland,1
AMC,Rambler Classic,1965-1966,"I was a bit skeptical about purchasing this car cover, but I am so glad I did. It fits my AMC Rambler Classic perfectly and provides excellent protection against the weather. The cover is waterproof and has kept my car dry during heavy rainstorms. The high-quality material feels durable and the tailored fit is top-notch. I highly recommend this cover for any AMC Rambler Classic owner.",5,Great Cover for my AMC Rambler Classic 1965-1966,Elizabeth Whitney,20
AMC,Rambler Classic,1965-1966,"I have owned many car covers in the past, but the Coverland Premium Car Cover is by far the best. It offers outstanding protection against water and has proven to be truly waterproof. Even during strong winds, the cover stays securely in place without any concerns. The quality of the fabric is exceptional and it fits my car perfectly. This purchase has definitely been a great investment for keeping my car protected.",5,Highly Impressed with the Coverland Premium Car Cover,Lisa Berthold,20
AMC,Rambler Classic,1965-1966,"Initially, I had doubts about the effectiveness of this car cover, but it has exceeded my expectations. The cover is waterproof and has kept my car dry even during heavy rain. The straps for windproofing are a great feature that ensures the cover stays secure. The reflective strips add a nice touch for visibility. I am very impressed with the durability and overall quality of this cover.",5,Pleasantly Surprised with the Coverland Premium Car Cover,Judith Blue,15
AMC,Rambler Classic,1965-1966,"I was skeptical about the claims of this car cover, but it has proven to be worth every penny. The cover is waterproof and has protected my car from rain, snow, and even high winds. The adjustable straps are a great addition to keep the cover in place. The material is durable and of high quality. I highly recommend this cover for anyone looking for reliable protection for their car.",5,Skeptic Turned Believer - Coverland Premium Car Cover,Charla Wingham,15
AMC,Rambler Classic,1965-1966,"I bought this car cover as a gift for my friend who owns an AMC Rambler Classic 1965-1966. They absolutely loved it! The cover fits their car perfectly and provides excellent protection against the elements. It is durable and easy to install. I'm so glad I chose this as a gift, and my friend couldn't be happier with it.",5,The Perfect Gift - Coverland Premium Car Cover,Marlene Walker,10
AMC,Rambler Classic,1965-1966,"Living in South Florida, I needed a car cover that could withstand the constant sun and occasional rainstorms. The Coverland Premium Car Cover has been a lifesaver. It keeps my car protected from the intense heat and provides excellent waterproofing during heavy downpours. I couldn't be happier with this purchase and highly recommend it to fellow Floridians.",5,Coverland Premium Car Cover: Perfect for South Florida Weather,Elmer Jones,5
AMC,Rambler Classic,1965-1966,This car cover fits my car perfectly and offers great protection. Highly recommend!,5,Fits like a Glove!,Henry Mestas,2
AMC,Rambler Classic,1965-1966,I'm happy with this car cover. It does its job well and is a good value for the price.,5,Good Quality Cover,Jamie Hall,1
AMC,Rambler American,1958-1960,"I bought several car covers for my AMC Rambler American, and this one looked like the best option. It initially fit perfectly, but after heavy rain, some water got through the seams. It's not completely waterproof like I expected. The adjustable retaining straps and grommets for anti-theft cable are a great feature, but the instructions for the antenna grommet caused damage to my old antenna. Overall, I'm not completely satisfied with this cover.",2,Fits my AMC Rambler American perfectly!,Jerome Morgan,1
AMC,Rambler American,1958-1960,"After purchasing many car covers in the past, the Coverland Premium Car Cover truly lives up to its claims of excellent water protection. It withstood heavy winds without any concerns. I'm impressed and satisfied with this purchase. It's proven to be one of my best car cover investments over the years.",5,Coverland Premium Car Cover is a good investment of protection!,Betty Curran,20
AMC,Rambler American,1958-1960,This truck cover is waterproof and easy to dry off after rain. It's the least expensive cover I've purchased and provides excellent protection. It fits great and the zipper entry for the driver's door is a fantastic feature. I wish I had bought one of these covers years ago.,5,Great truck cover that is almost as good as a garage!,Patricia Gordon,15
AMC,Rambler American,1958-1960,This car cover fits great and really covers the car. It's waterproof and seems to be holding up well. I believe this cover will last longer than others I've purchased. The quality is excellent for the price.,5,Great fit and seems very durable!,Jennifer Crowley,15
AMC,Rambler American,1958-1960,"I've bought many car covers for my car, but this Coverland Premium Car Cover has been the best. It fits well, proved to be waterproof, and was easy to put on and secure. The customer service was terrific when I had an issue, and they promptly sent me a new cover. I will continue to do business with them.",5,Best cover with outstanding customer service!,William Gallimore,10
AMC,Rambler American,1958-1960,"This cover seems more like layers than it is truly waterproof, but for the price, it's a good value. It fits my car very well and the buckle straps keep it in place. I did experience some leakage through the seams, but I plan to try a waterproof spray to help prevent it. Can't comment on durability yet after only one month.",4,Thin but still a good value!,Eduardo Lemaire,5
AMC,Rambler American,1958-1960,"The Coverland car cover for my AMC Rambler American initially fit perfectly, but it didn't hold up well in heavy rain. Water seeped through the seams, which was disappointing. It does have some useful features like reflectors and windproofing straps, but the leakage issue outweighs the positives.",2,"AMC Rambler American cover fits well, but leaks through seams.",Mary Cameron,1
AMC,Marlin,1965-1967,"I was initially impressed with the waterproofness of the Coverland Premium Car Cover for my Buick Roadmaster. However, after only a few months of use, I noticed that the cover started to wear out and tear in some areas. It didn't hold up as well as I had hoped. Despite this, I must admit that it does a good job at keeping my car dry during rainstorms. ",2,"Not as Durable as Expected, but Waterproofness is there",Delores Thompson,1
AMC,Marlin,1965-1967,"The Coverland Premium Car Cover is a fantastic investment for protecting my AMC Marlin. The fit is perfect, and the cover feels durable and well-made. I have experienced heavy rainfall and strong winds, but this cover has stood up to the test. It keeps my car completely dry and secure, even in the harshest weather conditions. I highly recommend this cover for its exceptional fit and durability. ",5,Impressed with the Fit and Durability,Gladys Crosby,20
AMC,Marlin,1965-1967,"I was initially skeptical about the Coverland Premium Car Cover, but it has completely won me over. The material is high quality, and the cover is well-constructed. It has proven to be waterproof and has withstood heavy winds without budging. The added feature of adjustable retaining straps and grommets for anti-theft cables is impressive. I am thoroughly pleased with this purchase and would highly recommend it. ",5,Pleasantly Surprised by the Quality and Performance,Anthony Francis,15
AMC,Marlin,1965-1967,"I bought the Coverland Premium Car Cover as a gift for my car-enthusiast friend, who owns an AMC Marlin. He absolutely loves it! The cover fits his car perfectly and provides excellent protection against the elements. It is easy to install and remove, and the added zipper entry for the driver's door is a convenient feature. My friend couldn't be happier with this cover. ",5,Perfect Gift for a Car Enthusiast,Sharon Ishman,10
AMC,Marlin,1965-1967,"Living in South Florida, I needed a car cover that could withstand the intense heat and humidity. The Coverland Premium Car Cover has exceeded my expectations. It not only provides excellent waterproof protection but also manages to keep my car cool under the scorching sun. I am incredibly satisfied with this cover's performance in the Florida heat. ",5,Impressed with Performance in South Florida Heat,Betty White,5
AMC,Marlin,1965-1967,"The Coverland Premium Car Cover is a great investment to protect my AMC Marlin. It fits perfectly and stays in place, even during strong winds. It keeps my car dry and has excellent durability. I highly recommend this cover for anyone looking for reliable protection for their vehicle. ",5,"Excellent Car Cover, Does the Job Perfectly",Ashley Lively,2
AMC,Marlin,1965-1967,"The Coverland Premium Car Cover is a solid and reliable option for protecting my AMC Marlin. It is well-made, waterproof, and the fit is spot-on. The price is affordable compared to other covers I've seen. I am satisfied with this purchase and would recommend it to others.",5,Good Quality Cover for an Affordable Price,Peter Dunlap,1
AMC,AMX,1978-1980,"I looked at several car covers for my AMC AMX from 1978-1980, and this one looked like the best. It fits perfectly, but I learned that it's not completely waterproof. After a heavy rainstorm, some water got through, probably through a seam. I guess it should be expected, as no car covers are completely waterproof. Other than that, I'm not completely satisfied with this cover.",2,"Good Fit, but Not Completely Waterproof",Thomas Marr,1
AMC,AMX,1978-1980,"I looked at several car covers for my AMC AMX from 1978-1980, and this one looked like the best. It fits perfectly, make sure you use the sizing chart when ordering. However, I learned that it's not completely waterproof. Shortly after putting it on my car, we had a severe thunderstorm, and some water got through, probably through a seam. But I've found that no car covers are completely waterproof, so I guess it should be expected. This particular cover has adjustable retaining straps in the front and back, and comes with an extra strap for the mid-body to secure the cover under the vehicle. It also has grommets for an anti-theft cable or bungee cord to keep the cover firmly in place. It also comes with an antenna grommet, and you can add a large nylon drawstring storage bag. One word of caution, I followed the instructions for installing the cover, which state that it's not necessary to use the antenna grommet if you have a flexible antenna. Well, that didn't work out well because when I removed the cover, which was heavy, my rubber flex antenna was bent and cracked in several places. In retrospect, my car's 40 years old and the rubber was weathered and hardened. But be aware, you might want to remove any detachable antennas before using this cover. A replacement antenna cost me Amazon. Other than that, I'm happy with this cover, it's well-made, easy to install, and stayed on my car in 50 mph winds and heavy rain.",5,Fits My Car Perfectly,Herbert Garcia,20
AMC,AMX,1978-1980,"I bought the Coverland Car Cover, Waterproof All Weather for my AMC AMX from 1978-1980 after reading reviews from other people, and I agree—it fits perfectly. We had rain and snow, and my car stayed dry under this cover. I'm satisfied with my purchase and would recommend it to others.",5,"Good Quality, Good Fit",Jewel Spaulding,20
AMC,AMX,1978-1980,"I've bought many other brands of car covers in the past, all stating that they are waterproof. I can truly attest that this Coverland Premium cover does exactly what it states—excellent water protection. I recently had winds over 50 mph and the fitted car cover adhered perfectly without any concerns whatsoever. In comparison to many other car tarp purchases, this brand has certainly lived up well to its rated waterproof capabilities. I'm truly impressed and satisfied with this car cover purchase. This purchase has proven so far to be one of my best in every aspect of auto covers over the decades.",5,Coverland Premium Car Cover Legitimately a Good Investment of Protection,Mark Bishop,20
AMC,AMX,1978-1980,"This cover is waterproof. It's also easy to dry off after rain. I've purchased many truck covers over the years, and this is the best and least expensive truck cover I have ever purchased. The only bad thing is that I would like to have mirror pockets.",5,Great Truck Cover,Miguel Machado,15
AMC,AMX,1978-1980,"I'm very pleased with this car cover. It's fully waterproof and relatively easy to remove and replace. The cover adapts to the shape of the vehicle over time, so it gets easier to use. I wish I had bought one years ago, as I do not have a home garage.",5,Almost As Good as Garage,Roger Weldon,15
AMC,AMX,1978-1980,It fits great and really covers the car. It's waterproof and seems to be holding up well. I believe that this will last longer than the Budge covers sold in stores by Walmart.,5,"Great Fit, Seems Very Durable",Hester Clinkscales,15
AMC,AMX,1978-1980,"I have bought many covers for my AMC AMX from 1978-1980, and this cover has been the best. It fits well, is waterproof, easy to put on and secure. The only problem is that it only lasted 6 months. However, after 6 months in harsh South Florida sun, the price is excellent. Also, when I contacted the company, I found out that I had an extended warranty. I provided a few pictures showing the material deteriorating, and the company sent me a new cover. The customer service was terrific. They were fast, polite, and professional. I have already received the new cover, and I will continue to do business with them.",5,"Best Cover, Outstanding Customer Service",Rosario Harris,10
AMC,AMX,1978-1980,"This cover seems more like two layers than it is waterproof. It's a good value, though. It fits my car very well, and the buckle straps keep it in place. Recommended.",5,Thin,Morgan Mooney,5
AMC,AMX,1978-1980,"Likes: fits very well, including where the mirrors are. The zipper to get into the car is a handy feature. The reflective straps for windproofing are a nice touch. The cover is colorless, so it's less likely to absorb heat and keeps the car dry. Dislikes: it leaked through the seams. I almost brought it back, but my husband likes the other features, so he's going to try a waterproof spray on the seams to help prevent leakage. Can't comment on durability after only one month.",5,Coverland Premium Car Cover Waterproof All Weather for Buick Roadmaster,Mandy Vanwingerden,2
AMC,AMX,1978-1980,"I've paid lots of money for custom covers that were a pain to put on and keep on my car. It was a breeze to put on, albeit I had to remove the antenna because I didn't want to try my hand at installing the grommet. I trained shortly after installing it and it's really waterproof. The zipper entry for the driver's door is a really great feature.",5,"Great Fit, Keeps My Car Dry",Dorothy Epperson,1
